Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:06:17.198,51,0.17621860,0.18327294,0.02256219,0.16771096,0.05054925,0.45488545,0.00391630,0.08530544,0.17878607,0.06523231,0.08036589,0.05689049,0.41230553,0.00548398,0.00015665,0.00005068,0.00333832,0.01059983,0.00068479,0.00033990,0.00433102,0.00014520,0.00213685,0.00031579,0.00016433,0.00064384,0.00091520,0.02367993,0.00538020,0.00047643,0.00111827,0.05337797,0.05034774,0.00796834,0.00198297,0.06677428,0.03729893,0.00212731,0.00312375,0.00001221,0.00001439,0.00000095,0.55673069,0.00061682,0.00056549,0.00148846,0.00002530,0.00000010,0.00000035,0.00000039,0.00000095,0,-0.013532013489421965,-0.023363967343732202,0.05309070482123959,0.40353521704673767,0.4520326256752014,0,0.40353521704673767,0.4520326256752014,0
00:00:06:18.199,51,0.67938304,0.64243269,0.13770530,0.04123162,0.00622063,0.61041224,0.00042906,0.42929047,0.59134567,0.10424197,0.04185029,0.01429874,0.58921254,0.00053472,0.00027285,0.00004268,0.00257817,0.01007043,0.00120509,0.00027618,0.00194225,0.00003157,0.00635928,0.00173199,0.00104852,0.00033995,0.00047089,0.05627821,0.00872545,0.00094532,0.00384342,0.01848555,0.04351539,0.00185566,0.00046742,0.07105150,0.04406584,0.00215762,0.00374731,0.00001685,0.00001422,0.00000036,0.49878827,0.00065710,0.00071328,0.00106447,0.00002060,0.00000004,0.00000038,0.00000042,0.00000036,0,-0.021167863591730156,-0.029401893572420748,0.046948894292212905,0.41091471910476685,0.4631519317626953,0,0.41091471910476685,0.4631519317626953,0
00:00:06:19.200,51,0.72116804,0.70449495,0.05583434,0.10803252,0.00440543,0.47229108,0.00036026,0.48815829,0.72478884,0.12433477,0.02966395,0.00794569,0.58650088,0.00038976,0.00020188,0.00005426,0.00221272,0.00885711,0.00099769,0.00028754,0.00265930,0.00006598,0.00475300,0.00163841,0.00101811,0.00021917,0.00031184,0.05075726,0.00890865,0.00069743,0.00281456,0.01733628,0.04179922,0.00234994,0.00078311,0.06622099,0.03876499,0.00154185,0.00275328,0.00002311,0.00001974,0.00000033,0.63023663,0.00040579,0.00085981,0.00068627,0.00001711,0.00000003,0.00000036,0.00000047,0.00000033,0,-0.01462054567222048,-0.02544361455984112,0.04575396636433038,0.4102962911128998,0.46569857001304626,0,0.4102962911128998,0.46569857001304626,0
00:00:06:20.201,51,0.58623010,0.54950207,0.07456706,0.07714885,0.01046647,0.56207073,0.00058515,0.34537023,0.54200029,0.09814510,0.04810765,0.01960515,0.69016731,0.00088734,0.00016975,0.00008289,0.00206867,0.01156745,0.00156198,0.00028832,0.00385052,0.00007381,0.00384999,0.00071792,0.00051309,0.00024247,0.00033973,0.03300561,0.01078942,0.00048008,0.00201489,0.02528799,0.05917368,0.00296206,0.00054834,0.04542536,0.04079582,0.00156922,0.00244107,0.00001042,0.00001064,0.00000028,0.73519510,0.00012023,0.00030272,0.00028147,0.00001706,0.00000004,0.00000026,0.00000025,0.00000028,0,-0.022426537987139387,-0.03015608289445492,0.044112593213660796,0.41086119413375854,0.4613286852836609,0,0.41086119413375854,0.4613286852836609,0
00:00:06:21.202,51,0.33652094,0.27451998,0.07550704,0.07190761,0.03795628,0.50296211,0.00181494,0.15255044,0.24366486,0.03375979,0.13697314,0.04484420,0.47125471,0.00224004,0.00015967,0.00004422,0.00308094,0.00936730,0.00085046,0.00043439,0.00787067,0.00001496,0.01525086,0.00026678,0.00015154,0.00110336,0.00115795,0.00923475,0.00380056,0.00108110,0.00095461,0.02745011,0.02881614,0.00476135,0.00169848,0.02535515,0.02760303,0.00227322,0.00262660,0.00001973,0.00002312,0.00000043,0.71152818,0.00011407,0.00029455,0.00064365,0.00002094,0.00000005,0.00000018,0.00000026,0.00000043,0,-0.03214603652233717,-0.015374734397497706,0.04251933376760134,0.4041167199611664,0.45551449060440063,0,0.4041167199611664,0.45551449060440063,0
00:00:06:22.203,51,0.23600978,0.15290201,0.02360728,0.19454381,0.06315542,0.46498278,0.00279107,0.12674195,0.13837110,0.03700978,0.14637752,0.07368371,0.44631934,0.00307753,0.00020598,0.00006527,0.00231533,0.01039089,0.00071599,0.00039127,0.00695196,0.00002302,0.00960925,0.00020688,0.00013182,0.00146880,0.00171795,0.00875766,0.00450399,0.00075349,0.00123871,0.03507474,0.03733832,0.00535805,0.00188363,0.02336739,0.03136726,0.00328484,0.00372786,0.00002226,0.00002789,0.00000074,0.69239700,0.00016674,0.00030128,0.00067142,0.00002779,0.00000009,0.00000022,0.00000034,0.00000074,0,-0.024232639470236725,-0.01798152759024258,0.04669079148816473,0.4027828574180603,0.45380374789237976,0,0.4027828574180603,0.45380374789237976,0
00:00:06:23.204,51,0.17498067,0.11556342,0.02414042,0.18085799,0.07894734,0.49236327,0.00396045,0.10905332,0.11420262,0.03573209,0.15078913,0.08572892,0.42092520,0.00362720,0.00012901,0.00006217,0.00408442,0.01366060,0.00087501,0.00040124,0.01629792,0.00002575,0.01218208,0.00006149,0.00003508,0.00161993,0.00143515,0.00481254,0.00574070,0.00063413,0.00035674,0.07527025,0.05607352,0.01189940,0.00249405,0.01525527,0.02673075,0.00305890,0.00272246,0.00001401,0.00002234,0.00000061,0.69371152,0.00025996,0.00026341,0.00065168,0.00002652,0.00000012,0.00000020,0.00000028,0.00000061,0,-0.022587887203370956,-0.019865593136588613,0.044182246383542685,0.4027303159236908,0.45299452543258667,0,0.4027303159236908,0.45299452543258667,0
00:00:06:24.205,51,0.16302288,0.10038121,0.01847906,0.21393725,0.09087482,0.45477673,0.00417018,0.09703646,0.09472787,0.04605165,0.12168635,0.10577929,0.42814294,0.00447355,0.00017871,0.00005847,0.00360002,0.01212620,0.00078118,0.00042162,0.01187893,0.00002808,0.00854740,0.00010768,0.00006110,0.00176233,0.00177268,0.00601994,0.00457324,0.00076939,0.00061599,0.04972572,0.04374171,0.00701636,0.00208298,0.01747356,0.02582739,0.00383452,0.00386311,0.00001648,0.00002273,0.00000070,0.68029177,0.00019179,0.00031725,0.00076348,0.00002900,0.00000011,0.00000022,0.00000033,0.00000070,0,-0.02495272042179759,-0.02446375762674166,0.04387298852970926,0.4034041464328766,0.45184987783432007,0,0.4034041464328766,0.45184987783432007,0
00:00:06:25.206,51,0.16011131,0.09793939,0.02519624,0.16835923,0.09106864,0.46883893,0.00424826,0.09983484,0.09425717,0.04007686,0.13171120,0.10131408,0.41254637,0.00413071,0.00015209,0.00006410,0.00360973,0.01391121,0.00090316,0.00052514,0.01756833,0.00002655,0.01145942,0.00007480,0.00004818,0.00114934,0.00107389,0.00394442,0.00501597,0.00061055,0.00045654,0.04480183,0.04374057,0.00561166,0.00200189,0.01219817,0.02523829,0.00400150,0.00345588,0.00001515,0.00002345,0.00000057,0.66976357,0.00021491,0.00038993,0.00080698,0.00002681,0.00000010,0.00000018,0.00000032,0.00000057,0,-0.00939638524756859,-0.023342999600544645,0.04664652061190542,0.40320611000061035,0.4520290493965149,0,0.40320611000061035,0.4520290493965149,0
00:00:06:26.207,51,0.15194345,0.10623397,0.02279756,0.18143976,0.09096318,0.47133604,0.00454921,0.09298116,0.09960351,0.04740217,0.11731867,0.09930870,0.43369505,0.00484918,0.00014389,0.00007893,0.00268667,0.01135233,0.00087911,0.00055296,0.02107437,0.00006063,0.00714947,0.00008705,0.00006437,0.00043039,0.00044017,0.00495165,0.00857694,0.00034932,0.00043963,0.03545639,0.04255559,0.00501736,0.00152222,0.01215809,0.02836585,0.00312218,0.00254041,0.00001041,0.00001680,0.00000045,0.68285918,0.00012777,0.00042876,0.00079281,0.00002230,0.00000008,0.00000016,0.00000029,0.00000045,0,-0.0226248200632613,-0.029153149821460243,0.04966324516303969,0.40262657403945923,0.45239025354385376,0,0.40262657403945923,0.45239025354385376,0
00:00:06:27.208,51,0.14139871,0.12742139,0.02085241,0.18940708,0.07570048,0.46186090,0.00500777,0.09549914,0.12106211,0.05245605,0.10848851,0.08183268,0.42544195,0.00498356,0.00013971,0.00007421,0.00312932,0.01167654,0.00087583,0.00061430,0.02939364,0.00006809,0.00670080,0.00006282,0.00004292,0.00046011,0.00041581,0.00350103,0.00859307,0.00038645,0.00029636,0.03365733,0.04187053,0.00466443,0.00150534,0.00993023,0.02360941,0.00325198,0.00256738,0.00000938,0.00001606,0.00000041,0.68527365,0.00012610,0.00043991,0.00078802,0.00002177,0.00000007,0.00000014,0.00000029,0.00000041,0,-0.022358604747253343,-0.0294762662859123,0.048296076228947576,0.4028262495994568,0.4524427056312561,0,0.4028262495994568,0.4524427056312561,0
00:00:06:28.209,51,0.14208168,0.13208878,0.02318827,0.17491612,0.07274504,0.45044512,0.00484783,0.09259953,0.12366506,0.05006279,0.11082338,0.08086625,0.43948302,0.00520880,0.00013964,0.00007995,0.00294272,0.01202951,0.00091489,0.00056219,0.02405485,0.00006433,0.00678777,0.00007570,0.00004482,0.00045780,0.00042891,0.00548551,0.00831016,0.00041992,0.00029019,0.04276279,0.04367226,0.00567561,0.00155019,0.01477794,0.02473488,0.00309857,0.00271920,0.00001050,0.00001528,0.00000043,0.68825907,0.00011435,0.00043569,0.00082417,0.00002380,0.00000008,0.00000016,0.00000027,0.00000043,0,-0.022126366194395206,-0.03053481553719093,0.051121181711160084,0.4026358723640442,0.4522593915462494,0,0.4026358723640442,0.4522593915462494,0
00:00:06:29.210,51,0.15081568,0.10355976,0.02176379,0.18486314,0.09098396,0.45216486,0.00449679,0.08197232,0.09416579,0.04797856,0.11420035,0.10390094,0.41917521,0.00561644,0.00013877,0.00008066,0.00275793,0.01135713,0.00087092,0.00058980,0.02672678,0.00003790,0.01128247,0.00006353,0.00004183,0.00059914,0.00067011,0.00605790,0.00582712,0.00035108,0.00049031,0.04568497,0.04691826,0.00663940,0.00180571,0.01322605,0.02574431,0.00302009,0.00257012,0.00001096,0.00001528,0.00000051,0.69204593,0.00013745,0.00039158,0.00076991,0.00002158,0.00000009,0.00000020,0.00000032,0.00000051,0,-0.028993692235244346,-0.02682737103430376,0.0525623552741599,0.40239936113357544,0.45176365971565247,0,0.40239936113357544,0.45176365971565247,0
00:00:07:00.211,51,0.14511502,0.10225172,0.01882845,0.21074909,0.09007781,0.44672012,0.00455127,0.08562811,0.09358701,0.04653967,0.11998257,0.10394064,0.44633666,0.00575260,0.00017311,0.00008950,0.00410789,0.01922912,0.00124339,0.00067045,0.01789061,0.00005672,0.00662404,0.00008425,0.00004497,0.00050678,0.00061702,0.00964795,0.00448975,0.00033217,0.00048347,0.05495784,0.07349055,0.00490652,0.00216524,0.01951634,0.01846261,0.00343417,0.00444286,0.00001798,0.00002156,0.00000073,0.69548023,0.00010964,0.00045195,0.00075563,0.00003376,0.00000012,0.00000027,0.00000033,0.00000073,0,-0.02385746190754604,-0.029347796219306648,0.05428051257946815,0.4027998447418213,0.4515886902809143,0,0.4027998447418213,0.4515886902809143,0
00:00:07:01.212,51,0.13388032,0.10424594,0.01739839,0.22634874,0.08548848,0.43538052,0.00471027,0.07786828,0.09375448,0.04377192,0.12944771,0.09952130,0.43476620,0.00626312,0.00015392,0.00006774,0.00470794,0.01589489,0.00111229,0.00057908,0.01900165,0.00006075,0.00635812,0.00008787,0.00004732,0.00070327,0.00071776,0.00607043,0.00540539,0.00049716,0.00038853,0.05107127,0.05672133,0.00631042,0.00227682,0.01754907,0.02123570,0.00297807,0.00321884,0.00001463,0.00002042,0.00000067,0.69873941,0.00009220,0.00046814,0.00084291,0.00003032,0.00000012,0.00000024,0.00000031,0.00000067,0,-0.021993496824895816,-0.030035463648607017,0.05475767561658015,0.4023037552833557,0.45158323645591736,0,0.4023037552833557,0.45158323645591736,0
00:00:07:02.213,51,0.13472591,0.10040565,0.02043365,0.19891307,0.09158180,0.45637664,0.00493402,0.07596429,0.09340777,0.04654143,0.12003296,0.10276784,0.39899236,0.00615556,0.00016906,0.00008424,0.00345808,0.01462671,0.00110576,0.00064270,0.01957729,0.00011990,0.00327831,0.00010475,0.00006349,0.00055461,0.00052841,0.00477720,0.00641136,0.00048703,0.00037355,0.03534184,0.04352794,0.00435077,0.00184626,0.01542580,0.01953172,0.00330031,0.00355177,0.00001313,0.00002092,0.00000057,0.71066320,0.00010081,0.00042515,0.00075180,0.00002896,0.00000010,0.00000020,0.00000032,0.00000057,0,-0.015493858591211464,-0.03165412159241459,0.05248136021451695,0.402738094329834,0.4518730044364929,0,0.402738094329834,0.4518730044364929,0
00:00:07:03.214,51,0.12722565,0.09520288,0.02101307,0.19044530,0.09576449,0.44922855,0.00514377,0.08005094,0.09104250,0.04854455,0.11405075,0.10692728,0.38074732,0.00582927,0.00014763,0.00006812,0.00456099,0.01612978,0.00118116,0.00052437,0.01671358,0.00008643,0.00440112,0.00009473,0.00004908,0.00068424,0.00067117,0.00593167,0.00543338,0.00053888,0.00036214,0.05122586,0.06194216,0.00609373,0.00190497,0.02083480,0.02114402,0.00292257,0.00321239,0.00001190,0.00001734,0.00000060,0.68905473,0.00010776,0.00046130,0.00089935,0.00003075,0.00000010,0.00000023,0.00000032,0.00000060,0,-0.017628952269837128,-0.030436501545445246,0.052068976939492244,0.40267738699913025,0.4513087868690491,0,0.40267738699913025,0.4513087868690491,0
00:00:07:04.215,51,0.12492383,0.10290580,0.02379538,0.17585905,0.08908885,0.44406503,0.00538968,0.07329104,0.09846350,0.04664422,0.11592643,0.09793031,0.34644803,0.00637945,0.00017025,0.00006268,0.00425027,0.01472561,0.00103656,0.00055890,0.01354763,0.00009448,0.00385651,0.00012366,0.00007641,0.00057462,0.00060654,0.00595329,0.00656294,0.00045483,0.00052311,0.04125701,0.05466231,0.00460874,0.00177827,0.02028155,0.02603815,0.00345870,0.00363721,0.00001284,0.00001923,0.00000063,0.68670309,0.00012514,0.00044860,0.00088771,0.00003046,0.00000009,0.00000024,0.00000034,0.00000063,0,-0.02181470964993593,-0.03221125607660857,0.053234652261678436,0.40235185623168945,0.45180588960647583,0,0.40235185623168945,0.45180588960647583,0
00:00:07:05.216,51,0.12799920,0.10166114,0.02077409,0.19221495,0.08409676,0.40648538,0.00519505,0.06600846,0.09476164,0.04435410,0.12133213,0.09671870,0.33323780,0.00705884,0.00016946,0.00009461,0.00424141,0.01902195,0.00103045,0.00077083,0.02190847,0.00010597,0.00411902,0.00006870,0.00003615,0.00053786,0.00051140,0.00547029,0.00591160,0.00042359,0.00026499,0.05428060,0.07523099,0.00444985,0.00234558,0.01816344,0.01909366,0.00429785,0.00490992,0.00001503,0.00002279,0.00000066,0.68006676,0.00016347,0.00049815,0.00082556,0.00003367,0.00000012,0.00000025,0.00000037,0.00000066,0,-0.009284617193086361,-0.03180699490052533,0.05596334121382172,0.40251344442367554,0.45163896679878235,0,0.40251344442367554,0.45163896679878235,0
00:00:07:06.217,51,0.12097128,0.11362026,0.02044360,0.19376056,0.07914871,0.43223915,0.00553242,0.06520498,0.10201293,0.04723367,0.11429776,0.09439079,0.40892974,0.00767864,0.00017978,0.00010887,0.00365794,0.01764238,0.00100369,0.00083443,0.03129527,0.00011531,0.00322161,0.00005431,0.00003199,0.00069224,0.00070742,0.00399634,0.00455327,0.00036412,0.00036695,0.03944296,0.04672444,0.00392530,0.00235110,0.01086990,0.01417159,0.00490699,0.00577869,0.00001796,0.00002842,0.00000066,0.71640050,0.00010376,0.00041685,0.00076659,0.00003062,0.00000012,0.00000022,0.00000038,0.00000066,0,-0.01341995269458573,-0.029584337800355708,0.05434438618799474,0.4021143317222595,0.4517034888267517,0,0.4021143317222595,0.4517034888267517,0
00:00:07:07.218,51,0.13118650,0.10811529,0.02402456,0.17324321,0.08583385,0.45296973,0.00513445,0.06700896,0.09814116,0.04658927,0.11414859,0.09881940,0.38805085,0.00719205,0.00019489,0.00009461,0.00256128,0.01256802,0.00088470,0.00064208,0.01706252,0.00014832,0.00233132,0.00012892,0.00008264,0.00069608,0.00071303,0.00493038,0.00565528,0.00051447,0.00057540,0.02754126,0.03446921,0.00353643,0.00183232,0.01608341,0.01909393,0.00385187,0.00449791,0.00001640,0.00002510,0.00000064,0.72991771,0.00009681,0.00039905,0.00064722,0.00002862,0.00000010,0.00000021,0.00000039,0.00000064,0,-0.013269344681795827,-0.03307082524685004,0.052221261692265854,0.4026516079902649,0.45195016264915466,0,0.4026516079902649,0.45195016264915466,0
00:00:07:08.219,51,0.12385421,0.10679247,0.02454816,0.16300197,0.09035708,0.46095929,0.00530344,0.07088178,0.09902841,0.05280591,0.10178240,0.10383006,0.38686073,0.00704690,0.00016498,0.00007685,0.00418615,0.01512241,0.00120259,0.00057529,0.02148752,0.00015582,0.00253715,0.00008319,0.00004879,0.00058367,0.00052277,0.00435109,0.00888276,0.00047815,0.00033177,0.04376255,0.05410715,0.00463905,0.00131799,0.01783511,0.02511752,0.00401988,0.00378923,0.00000765,0.00001323,0.00000051,0.71506280,0.00007856,0.00043847,0.00077997,0.00002802,0.00000009,0.00000020,0.00000030,0.00000051,0,-0.031631696884545306,-0.03705614370619485,0.05334322109530312,0.4030241370201111,0.451797753572464,0,0.4030241370201111,0.451797753572464,0
00:00:07:09.220,51,0.12420897,0.09783277,0.02033173,0.20214653,0.09228210,0.46383867,0.00542205,0.07210181,0.09401628,0.04178985,0.13034610,0.10157385,0.36112151,0.00663274,0.00015273,0.00007290,0.00361389,0.01349219,0.00117373,0.00056293,0.02045715,0.00007403,0.00537765,0.00009777,0.00005118,0.00058025,0.00059108,0.00646544,0.00490069,0.00052660,0.00039226,0.04169584,0.05073452,0.00548672,0.00154784,0.01984330,0.02028379,0.00269747,0.00279233,0.00000953,0.00001241,0.00000058,0.68368602,0.00014007,0.00045176,0.00093323,0.00002752,0.00000010,0.00000023,0.00000031,0.00000058,0,-0.0346486004029279,-0.031445785075295836,0.05241277137158503,0.4023711681365967,0.4513236880302429,0,0.4023711681365967,0.4513236880302429,0
00:00:07:10.221,51,0.13228840,0.09269403,0.02464399,0.16405357,0.09387356,0.44742313,0.00513814,0.08312044,0.08839580,0.04326381,0.12036168,0.10498980,0.37044355,0.00519380,0.00012313,0.00007544,0.00308018,0.01155083,0.00075708,0.00056607,0.02958378,0.00005156,0.00794162,0.00004528,0.00003246,0.00089557,0.00086250,0.00336882,0.00659131,0.00038902,0.00040237,0.05037289,0.04239710,0.00748317,0.00199635,0.01037488,0.02785461,0.00360404,0.00271880,0.00000977,0.00001685,0.00000051,0.67758864,0.00021254,0.00046067,0.00083987,0.00002132,0.00000009,0.00000018,0.00000036,0.00000051,0,-0.012811671862297064,-0.025774831832262316,0.047102581576422074,0.4028586745262146,0.4507446587085724,0,0.4028586745262146,0.4507446587085724,0
00:00:07:11.222,51,0.11926208,0.09249987,0.01672514,0.22564980,0.08967727,0.44320789,0.00570598,0.07273982,0.08812334,0.04147476,0.13461843,0.09868810,0.36647728,0.00601649,0.00013581,0.00009477,0.00285765,0.01348289,0.00080262,0.00057692,0.02904655,0.00005383,0.00717908,0.00004140,0.00003094,0.00124495,0.00107937,0.00247540,0.00771398,0.00044567,0.00035298,0.05527866,0.04372028,0.00789111,0.00261057,0.00843481,0.02695527,0.00407668,0.00303999,0.00001304,0.00002520,0.00000062,0.68562317,0.00016267,0.00048430,0.00090433,0.00002606,0.00000013,0.00000018,0.00000034,0.00000062,0,-0.01585121622721687,-0.03159895795564741,0.04813992985994142,0.40200796723365784,0.45128560066223145,0,0.40200796723365784,0.45128560066223145,0
00:00:07:12.223,51,0.11104310,0.09377087,0.01834013,0.22263308,0.08677659,0.42930847,0.00638584,0.06991969,0.09203508,0.03338782,0.16244350,0.09284303,0.34514993,0.00629512,0.00015108,0.00007146,0.00406594,0.01405322,0.00081338,0.00067379,0.02916525,0.00004410,0.00838052,0.00004637,0.00003183,0.00140973,0.00121120,0.00268941,0.00635058,0.00052515,0.00033415,0.05409952,0.03789233,0.00761786,0.00324297,0.00865289,0.02377860,0.00458505,0.00358163,0.00001779,0.00003003,0.00000071,0.67345345,0.00026180,0.00038833,0.00084558,0.00002893,0.00000015,0.00000019,0.00000036,0.00000071,0,-0.017688203069704145,-0.027648874428175613,0.04291920243821794,0.4026084840297699,0.45096495747566223,0,0.4026084840297699,0.45096495747566223,0
00:00:07:13.224,51,0.11345702,0.09243795,0.01874867,0.22174343,0.09567872,0.43312430,0.00612406,0.06497830,0.08680611,0.04095841,0.14013132,0.10110601,0.35573500,0.00687028,0.00014670,0.00007952,0.00226679,0.01057780,0.00096800,0.00049429,0.01472239,0.00008141,0.00507255,0.00013760,0.00010184,0.00073574,0.00070467,0.00432494,0.00802022,0.00059370,0.00054682,0.03402162,0.03551291,0.00665452,0.00187656,0.01568984,0.03055826,0.00237464,0.00198369,0.00001158,0.00002049,0.00000059,0.70440507,0.00014985,0.00041387,0.00067580,0.00002396,0.00000010,0.00000019,0.00000030,0.00000059,0,-0.013675206171695696,-0.029480961823433856,0.04887693604992006,0.4027276933193207,0.4514595568180084,0,0.4027276933193207,0.4514595568180084,0
00:00:07:14.225,51,0.11315534,0.10593970,0.02319564,0.18344204,0.08363038,0.43081909,0.00624456,0.06884236,0.10302199,0.03947674,0.13537301,0.08763669,0.32894790,0.00666424,0.00016084,0.00006417,0.00331397,0.01252173,0.00098620,0.00058368,0.01422077,0.00007764,0.00477874,0.00013585,0.00008083,0.00075873,0.00074196,0.00505368,0.00567496,0.00065542,0.00049547,0.03506218,0.04431682,0.00499612,0.00184543,0.02009359,0.02515323,0.00281270,0.00281418,0.00001303,0.00001891,0.00000065,0.69742894,0.00013401,0.00045227,0.00077125,0.00002836,0.00000009,0.00000021,0.00000034,0.00000065,0,-0.017623063431212605,-0.02504535227606766,0.047771323397519584,0.4031835198402405,0.4516432583332062,0,0.4031835198402405,0.4516432583332062,0
00:00:07:15.226,51,0.12445860,0.09313164,0.02635259,0.16886593,0.09261809,0.38180143,0.00565232,0.06213954,0.08345454,0.03815752,0.13662334,0.10560638,0.32952324,0.00677420,0.00010330,0.00006505,0.00354249,0.01170541,0.00100673,0.00049578,0.02363066,0.00005810,0.00887459,0.00007907,0.00004444,0.00040461,0.00040920,0.00738609,0.00562029,0.00045080,0.00029736,0.05116760,0.05163182,0.00824154,0.00168229,0.01888556,0.02159661,0.00175995,0.00157416,0.00000759,0.00001113,0.00000045,0.65302551,0.00031160,0.00059308,0.00089792,0.00001971,0.00000008,0.00000021,0.00000028,0.00000045,0,-0.0011359958541329541,-0.022224862169902736,0.04801927949292398,0.40282773971557617,0.45030567049980164,0,0.40282773971557617,0.45030567049980164,0
00:00:07:16.227,51,0.12393905,0.08936755,0.01854360,0.19694498,0.10432190,0.36490309,0.00575580,0.05177123,0.07655317,0.07396369,0.07927039,0.11947378,0.30723280,0.00800893,0.00010005,0.00006759,0.00308062,0.01123086,0.00131678,0.00044422,0.01744603,0.00004729,0.01143287,0.00013316,0.00007097,0.00036487,0.00036348,0.01023987,0.00604820,0.00061037,0.00031068,0.05273369,0.05406941,0.00975812,0.00155242,0.02817178,0.02628529,0.00122327,0.00110887,0.00000556,0.00000812,0.00000038,0.65865189,0.00021417,0.00064735,0.00082996,0.00001899,0.00000006,0.00000023,0.00000024,0.00000038,0,-0.008545992405616033,-0.027523538439813883,0.045142520427021264,0.4046174883842468,0.450702041387558,0,0.4046174883842468,0.450702041387558,0
00:00:07:17.228,51,0.13860305,0.08607402,0.02422652,0.18767940,0.10350627,0.34450987,0.00510452,0.05591355,0.07112841,0.03713372,0.14431921,0.11646647,0.31624579,0.00723970,0.00009155,0.00005710,0.00368257,0.00983244,0.00117648,0.00045233,0.02019655,0.00004339,0.01355269,0.00013188,0.00006651,0.00030320,0.00031809,0.01265364,0.00502691,0.00057951,0.00030421,0.05020759,0.04956437,0.01057635,0.00162114,0.02900781,0.02305164,0.00099645,0.00089368,0.00000535,0.00000691,0.00000041,0.63409752,0.00032018,0.00071514,0.00103320,0.00001706,0.00000007,0.00000024,0.00000025,0.00000041,0,-0.01315193077317955,-0.0245312245128535,0.04682170210877215,0.40247124433517456,0.4505385458469391,0,0.40247124433517456,0.4505385458469391,0
00:00:07:18.229,51,0.12697072,0.10249545,0.02759056,0.17537682,0.08340428,0.35042101,0.00595548,0.05558502,0.09462100,0.03205570,0.16011852,0.09309557,0.28995430,0.00769300,0.00009390,0.00006589,0.00347751,0.01030928,0.00112426,0.00058843,0.02984213,0.00004540,0.01350766,0.00008590,0.00004480,0.00026612,0.00034249,0.01285815,0.00322965,0.00035751,0.00043690,0.04664263,0.04464002,0.00839975,0.00167485,0.02475103,0.01862904,0.00125168,0.00121511,0.00000703,0.00000731,0.00000048,0.60904801,0.00028686,0.00094913,0.00145999,0.00001830,0.00000007,0.00000029,0.00000034,0.00000048,0,-0.0084759055414019,-0.020468283332197554,0.0464798382031147,0.40201330184936523,0.4510602653026581,0,0.40201330184936523,0.4510602653026581,0
00:00:07:19.230,51,0.12871352,0.09314071,0.02303383,0.18413414,0.09319097,0.35620695,0.00590322,0.05944566,0.08655807,0.04725380,0.11595045,0.10328172,0.29107374,0.00680766,0.00009901,0.00005771,0.00335198,0.01089395,0.00111820,0.00049398,0.01986046,0.00003799,0.01367429,0.00011087,0.00006593,0.00033097,0.00037350,0.00852856,0.00413687,0.00048036,0.00044901,0.03964917,0.04537963,0.00682931,0.00151201,0.02090963,0.02241672,0.00140356,0.00121180,0.00000684,0.00000903,0.00000045,0.58453912,0.00038807,0.00108458,0.00132161,0.00001869,0.00000006,0.00000023,0.00000032,0.00000045,0,0.0002368686160444797,-0.019902427105629564,0.04461440600354053,0.4033534526824951,0.45143812894821167,0,0.4033534526824951,0.45143812894821167,0
00:00:07:20.231,51,0.10909463,0.09348076,0.02850074,0.15724595,0.09082321,0.32770547,0.00676790,0.05458177,0.08714964,0.04135027,0.12500620,0.10111854,0.28466338,0.00760975,0.00009504,0.00006778,0.00308285,0.01203086,0.00122886,0.00060168,0.02105311,0.00006553,0.01022811,0.00012516,0.00006979,0.00017097,0.00019673,0.01327598,0.00511126,0.00036297,0.00032303,0.04492106,0.04911264,0.00686600,0.00183421,0.02737481,0.02148465,0.00131463,0.00131662,0.00000840,0.00001033,0.00000042,0.54960465,0.00051971,0.00133247,0.00145881,0.00001957,0.00000007,0.00000025,0.00000030,0.00000042,0,-0.003960240330471735,-0.023288327122919412,0.04566881959099675,0.40326857566833496,0.4506326913833618,0,0.40326857566833496,0.4506326913833618,0
