Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:04:03.124,51,0.10059773,0.14237376,0.41503379,0.01296174,0.06363431,0.34191960,0.00729561,0.03704404,0.12679265,0.00473890,0.35303882,0.07584245,0.21336600,0.01292705,0.00010773,0.00004867,0.00362625,0.01384537,0.00105510,0.00052687,0.00757753,0.00002199,0.01345999,0.00016215,0.00010549,0.00059256,0.00102305,0.01351963,0.00208755,0.00042569,0.00174283,0.04478943,0.04553522,0.00450771,0.00179770,0.03420687,0.03039196,0.00301908,0.00303992,0.00002355,0.00001544,0.00000082,0.28542873,0.00271251,0.00217360,0.00521458,0.00002181,0.00000011,0.00000036,0.00000045,0.00000082,0,0.005994471332576356,-0.022251900634703364,0.047087618784469515,0.39956653118133545,0.44147130846977234,0,0.39956653118133545,0.44147130846977234,0
00:00:04:04.125,51,0.09467428,0.13118385,0.38100237,0.01489014,0.06890076,0.33306381,0.00743134,0.03049349,0.11585435,0.00535579,0.32601508,0.08488335,0.20853986,0.01611319,0.00012252,0.00006893,0.00292264,0.01441909,0.00102369,0.00078878,0.01139631,0.00003885,0.00815806,0.00014603,0.00010044,0.00042977,0.00075539,0.01183275,0.00191605,0.00034286,0.00162639,0.03185049,0.03628550,0.00282386,0.00211714,0.02476932,0.02105403,0.00374523,0.00418933,0.00003013,0.00001969,0.00000079,0.27597585,0.00272761,0.00213689,0.00522893,0.00002191,0.00000012,0.00000034,0.00000051,0.00000079,0,0.004741159984920133,-0.029974234851869536,0.04907082165354577,0.39959558844566345,0.44152262806892395,0,0.39959558844566345,0.44152262806892395,0
00:00:04:05.126,51,0.08338443,0.13834350,0.41249764,0.01355284,0.06476560,0.29006743,0.00835137,0.02433812,0.11770704,0.00413673,0.38022411,0.08114052,0.16624904,0.01969700,0.00010314,0.00004307,0.00363506,0.01253121,0.00104901,0.00045207,0.00677683,0.00002301,0.01245328,0.00019153,0.00013541,0.00068890,0.00121509,0.01195635,0.00228801,0.00047819,0.00213062,0.04258707,0.04007313,0.00505223,0.00182518,0.03248701,0.03307312,0.00269903,0.00253536,0.00002259,0.00001567,0.00000083,0.27662048,0.00278094,0.00243243,0.00565749,0.00002042,0.00000011,0.00000040,0.00000043,0.00000083,0,0.008256586602186105,-0.023936550030917225,0.050494204417683784,0.39954742789268494,0.4416249990463257,0,0.39954742789268494,0.4416249990463257,0
00:00:04:06.127,51,0.08813220,0.14428025,0.42396381,0.01257239,0.06080767,0.28271964,0.00725828,0.02908290,0.11904358,0.00391601,0.38844207,0.08001305,0.22305419,0.01707851,0.00011380,0.00004345,0.00399910,0.01379321,0.00100184,0.00050823,0.00656989,0.00002889,0.00888344,0.00021607,0.00015522,0.00080041,0.00117902,0.00881824,0.00277085,0.00061284,0.00150398,0.03843180,0.03677829,0.00422086,0.00232004,0.02665581,0.03127868,0.00342474,0.00324751,0.00002825,0.00002370,0.00000083,0.30027136,0.00272784,0.00219448,0.00430425,0.00002180,0.00000013,0.00000033,0.00000038,0.00000083,0,0.0007268600037149311,-0.01980204424486585,0.05080712818877028,0.4000042974948883,0.4411773681640625,0,0.4000042974948883,0.4411773681640625,0
00:00:04:07.128,51,0.09469336,0.13904451,0.40614098,0.01426082,0.06285723,0.30762956,0.00717269,0.03391820,0.11842340,0.00383773,0.38887188,0.07856613,0.21562706,0.01437750,0.00012929,0.00005326,0.00327534,0.01521206,0.00116435,0.00050879,0.00526809,0.00003140,0.00777766,0.00026151,0.00020365,0.00071606,0.00119804,0.01045938,0.00276508,0.00051567,0.00230358,0.03773712,0.04064781,0.00333869,0.00197068,0.03089701,0.03576000,0.00379289,0.00369631,0.00002936,0.00002248,0.00000099,0.29260615,0.00244888,0.00229940,0.00471072,0.00002546,0.00000013,0.00000035,0.00000043,0.00000099,0,0.008337231670698959,-0.02045137953797395,0.04988176554494418,0.40013009309768677,0.4413902163505554,0,0.40013009309768677,0.4413902163505554,0
00:00:04:08.129,51,0.11024068,0.12137257,0.36713237,0.01735595,0.06734406,0.30896053,0.00553563,0.03769949,0.09983504,0.00383498,0.39380950,0.08828560,0.26475969,0.01213482,0.00010028,0.00005934,0.00313944,0.01318250,0.00100685,0.00065212,0.00959340,0.00005704,0.00633411,0.00019132,0.00015317,0.00039905,0.00055788,0.00761914,0.00389175,0.00044694,0.00104074,0.03237204,0.03438934,0.00378064,0.00240982,0.02336687,0.03184532,0.00286366,0.00248007,0.00002304,0.00002288,0.00000068,0.30282480,0.00200889,0.00244436,0.00467388,0.00001966,0.00000013,0.00000025,0.00000038,0.00000068,0,0.008328858042978265,-0.02670766742802753,0.05320733734600331,0.3996788561344147,0.44045108556747437,0,0.3996788561344147,0.44045108556747437,0
00:00:04:09.130,51,0.09187773,0.13674037,0.37433210,0.01462004,0.06466851,0.29866543,0.00740190,0.03057497,0.11804170,0.00593865,0.30898204,0.08115531,0.19730884,0.01453046,0.00010341,0.00004684,0.00350084,0.01326541,0.00099954,0.00054699,0.00704462,0.00003520,0.00891643,0.00022013,0.00017226,0.00047428,0.00069589,0.00875555,0.00322054,0.00048810,0.00132884,0.03369343,0.03794465,0.00369408,0.00213796,0.02740578,0.03505946,0.00302844,0.00271971,0.00002221,0.00002082,0.00000067,0.28199562,0.00277021,0.00262955,0.00492509,0.00002066,0.00000009,0.00000029,0.00000041,0.00000067,0,0.005886628265730769,-0.020168375890795544,0.05018942100210568,0.40088552236557007,0.4413871467113495,0,0.40088552236557007,0.4413871467113495,0
00:00:04:10.131,51,0.09433517,0.13865760,0.34126467,0.01681793,0.06312822,0.30146840,0.00709932,0.03108184,0.12026388,0.00648140,0.29565161,0.07901762,0.20688231,0.01449228,0.00010466,0.00005392,0.00326843,0.01371355,0.00102850,0.00067218,0.00921388,0.00004912,0.00684481,0.00018185,0.00014304,0.00046251,0.00067119,0.00721722,0.00303717,0.00045025,0.00122344,0.03102781,0.03402099,0.00336547,0.00241451,0.02378512,0.03078381,0.00317799,0.00287011,0.00002399,0.00002259,0.00000067,0.28748849,0.00235527,0.00266881,0.00473038,0.00002029,0.00000010,0.00000027,0.00000043,0.00000067,0,0.005917340355107771,-0.02222784603003147,0.05126520415447443,0.4009333550930023,0.4412718415260315,0,0.4009333550930023,0.4412718415260315,0
00:00:04:11.132,51,0.10132013,0.14270650,0.36712882,0.01515810,0.06189020,0.27940083,0.00695429,0.03499516,0.12166438,0.00588634,0.31104219,0.07851655,0.20435870,0.01354076,0.00008540,0.00004703,0.00373884,0.01192287,0.00087450,0.00054946,0.01100698,0.00003772,0.01091521,0.00015428,0.00010412,0.00029436,0.00044532,0.01201437,0.00321111,0.00035799,0.00089828,0.03976074,0.04158575,0.00467234,0.00195248,0.02929841,0.02921006,0.00238817,0.00220921,0.00001818,0.00001559,0.00000055,0.29597509,0.00217905,0.00289366,0.00501354,0.00001789,0.00000008,0.00000029,0.00000043,0.00000055,0,0.016043562880872605,-0.019540286959365265,0.05266649486869487,0.400970458984375,0.44197505712509155,0,0.400970458984375,0.44197505712509155,0
00:00:04:12.133,51,0.09895246,0.14196669,0.30969790,0.02042576,0.05916136,0.29081336,0.00701805,0.03065353,0.12229138,0.00550322,0.33767769,0.07435238,0.19659106,0.01436644,0.00009023,0.00005085,0.00351983,0.01332552,0.00102633,0.00053526,0.00886548,0.00004714,0.00845263,0.00018201,0.00013828,0.00031444,0.00046147,0.01017047,0.00375746,0.00038004,0.00097398,0.03959781,0.04390629,0.00449897,0.00208100,0.02916388,0.03476368,0.00245416,0.00215460,0.00001863,0.00001789,0.00000063,0.31305480,0.00243583,0.00256971,0.00417142,0.00001974,0.00000009,0.00000029,0.00000038,0.00000063,0,0.009833599257824887,-0.01873353857215754,0.050893612102926374,0.40026146173477173,0.44179967045783997,0,0.40026146173477173,0.44179967045783997,0
00:00:04:13.134,51,0.10299975,0.13221416,0.34270456,0.01872396,0.06188687,0.29738736,0.00628071,0.03055377,0.10993300,0.00425630,0.37437418,0.08006544,0.20405333,0.01452274,0.00007268,0.00005716,0.00283073,0.01012595,0.00086539,0.00051173,0.00981696,0.00006334,0.00855791,0.00019653,0.00013648,0.00018964,0.00035362,0.02441915,0.00348491,0.00025488,0.00126082,0.04415642,0.04333816,0.00749884,0.00242989,0.04614419,0.03433103,0.00138244,0.00137878,0.00001903,0.00001455,0.00000064,0.32418147,0.00206211,0.00266214,0.00471374,0.00001621,0.00000010,0.00000037,0.00000044,0.00000064,0,0.001750989129529428,-0.019154510760329233,0.053778582173291845,0.39976269006729126,0.4410152733325958,0,0.39976269006729126,0.4410152733325958,0
00:00:04:14.135,51,0.08074624,0.16312347,0.43600738,0.01137641,0.05501147,0.26308692,0.00837280,0.02248330,0.13784969,0.00448634,0.36619842,0.07131629,0.16467127,0.02274681,0.00008284,0.00006284,0.00314540,0.01164847,0.00099128,0.00058192,0.01204364,0.00005988,0.00820538,0.00014834,0.00009728,0.00018709,0.00035193,0.02100123,0.00278786,0.00024009,0.00114039,0.04343991,0.04785259,0.00532308,0.00190155,0.03859401,0.02607373,0.00185047,0.00195584,0.00001677,0.00001140,0.00000060,0.26446038,0.00328867,0.00279049,0.00600614,0.00001653,0.00000009,0.00000040,0.00000043,0.00000060,0,0.0011331026167057722,-0.024658102783769748,0.05184532329417204,0.3995572328567505,0.44196513295173645,0,0.3995572328567505,0.44196513295173645,0
00:00:04:15.136,51,0.09091261,0.13986413,0.33606791,0.01838982,0.06202795,0.29685190,0.00728469,0.02721870,0.11867686,0.00570082,0.32358593,0.07782512,0.18307078,0.01660177,0.00009047,0.00005080,0.00238747,0.00894286,0.00084389,0.00049930,0.00692628,0.00005561,0.00742657,0.00032724,0.00024795,0.00026968,0.00044680,0.01502397,0.00346066,0.00043380,0.00154319,0.02730588,0.03251030,0.00453549,0.00187612,0.03977757,0.03594003,0.00163579,0.00152850,0.00001797,0.00001486,0.00000061,0.30718279,0.00231958,0.00250449,0.00465663,0.00001646,0.00000008,0.00000032,0.00000042,0.00000061,0,0.004602920795230793,-0.026887435978388562,0.05165481580887374,0.3998524248600006,0.44141069054603577,0,0.3998524248600006,0.44141069054603577,0
00:00:04:16.137,51,0.10442426,0.12676243,0.32395193,0.02050055,0.06439289,0.31440511,0.00664057,0.03482467,0.10850615,0.00434396,0.38083652,0.07960181,0.20488741,0.01237407,0.00008308,0.00005866,0.00274426,0.01035865,0.00085815,0.00061833,0.01177568,0.00004970,0.01052923,0.00016373,0.00013987,0.00016072,0.00026195,0.01307722,0.00442948,0.00024414,0.00100028,0.03351388,0.04212571,0.00453525,0.00186133,0.02819767,0.03850824,0.00202865,0.00160862,0.00001554,0.00001473,0.00000055,0.29642275,0.00217231,0.00300813,0.00524746,0.00001654,0.00000008,0.00000027,0.00000041,0.00000055,0,0.007102523093640407,-0.01972060136035759,0.049575112199172294,0.3995925784111023,0.44110435247421265,0,0.3995925784111023,0.44110435247421265,0
00:00:04:17.138,51,0.11022016,0.14334281,0.28131634,0.02399124,0.05779555,0.31908789,0.00652574,0.03379203,0.12408553,0.00514789,0.36237961,0.07060282,0.19691215,0.01255535,0.00009025,0.00005374,0.00294913,0.01044711,0.00085746,0.00050145,0.00871874,0.00003749,0.01140781,0.00019687,0.00015121,0.00024451,0.00039280,0.01544520,0.00406977,0.00031581,0.00107625,0.03783643,0.04318402,0.00514400,0.00182081,0.03247301,0.03775147,0.00208179,0.00174222,0.00001564,0.00001357,0.00000063,0.33266309,0.00255130,0.00216805,0.00405236,0.00001799,0.00000008,0.00000030,0.00000039,0.00000063,0,0.003044099148367005,-0.01995533159083524,0.05001535184775555,0.3999527394771576,0.44160863757133484,0,0.3999527394771576,0.44160863757133484,0
00:00:04:18.139,51,0.23462176,0.26640710,0.22541453,0.02827097,0.03216500,0.37880301,0.00327753,0.05409762,0.23238863,0.00982664,0.26822513,0.03728469,0.25048035,0.00696404,0.00008295,0.00003724,0.00351836,0.00850730,0.00079742,0.00045418,0.01054340,0.00001763,0.02480964,0.00017233,0.00010496,0.00031808,0.00041594,0.01326422,0.00326236,0.00054850,0.00063167,0.03449404,0.03826396,0.00625069,0.00176438,0.02885157,0.02760303,0.00129224,0.00110446,0.00001278,0.00001178,0.00000046,0.29890114,0.00349536,0.00154990,0.00452181,0.00001287,0.00000006,0.00000023,0.00000032,0.00000046,0,0.009694286001848325,-0.011075308465716324,0.045830442259270236,0.4010487496852875,0.4455583691596985,0,0.4010487496852875,0.4455583691596985,0
00:00:04:19.140,51,0.75530565,0.80440837,0.15247993,0.04247157,0.00268735,0.49610800,0.00039287,0.60987079,0.68795145,0.24291487,0.01323488,0.00653516,0.60845131,0.00018884,0.00019416,0.00003615,0.00362916,0.01090471,0.00134087,0.00042388,0.00398062,0.00007180,0.00763183,0.00135872,0.00073413,0.00016601,0.00016768,0.02598461,0.01174432,0.00109374,0.00105140,0.01792762,0.04451087,0.00216330,0.00076642,0.06218089,0.03537235,0.00184662,0.00268742,0.00003678,0.00003012,0.00000023,0.30703160,0.00632569,0.00139508,0.00225889,0.00001910,0.00000004,0.00000026,0.00000066,0.00000023,0,0.025899895977576408,-0.02350978704507187,0.03423187594829583,0.4156680107116699,0.45767539739608765,0,0.4156680107116699,0.45767539739608765,0
00:00:04:20.141,51,0.79763651,0.81949091,0.07405183,0.09860712,0.00239000,0.44760138,0.00032766,0.63663048,0.83140558,0.16183197,0.01950299,0.00232793,0.46460807,0.00018923,0.00021375,0.00003845,0.00367072,0.01111321,0.00104233,0.00034521,0.00279788,0.00006391,0.00753724,0.00137484,0.00071697,0.00030391,0.00035526,0.02944300,0.00789890,0.00112117,0.00161697,0.02230500,0.04706972,0.00280371,0.00123264,0.06734751,0.03052862,0.00220894,0.00366745,0.00007766,0.00005661,0.00000045,0.23471561,0.01574055,0.00195210,0.00332880,0.00002194,0.00000006,0.00000036,0.00000104,0.00000045,0,0.038247420099941684,-0.03602244139263423,0.05007231812714145,0.4130283296108246,0.46506959199905396,0,0.4130283296108246,0.46506959199905396,0
00:00:04:21.142,51,0.79437554,0.82468301,0.08193060,0.08811488,0.00255631,0.47366735,0.00034647,0.67720413,0.83143753,0.16174921,0.02046782,0.00205833,0.47310901,0.00015458,0.00021245,0.00003162,0.00406969,0.00970172,0.00105487,0.00034167,0.00256920,0.00006914,0.00805738,0.00202504,0.00090878,0.00024816,0.00026611,0.03293671,0.00782963,0.00156280,0.00136139,0.01893983,0.04428050,0.00276373,0.00108328,0.08881275,0.03034464,0.00181618,0.00302423,0.00007465,0.00005030,0.00000042,0.22453205,0.01463877,0.00198570,0.00381215,0.00002317,0.00000005,0.00000034,0.00000107,0.00000042,0,0.029027785611176072,-0.03457735094279421,0.04881057803334631,0.413046658039093,0.4659497141838074,0,0.413046658039093,0.4659497141838074,0
00:00:04:22.143,51,0.79800820,0.82706946,0.08965457,0.08185952,0.00267679,0.48680741,0.00036042,0.69651186,0.83136404,0.16542155,0.02140316,0.00204678,0.48273000,0.00014345,0.00021492,0.00003538,0.00400451,0.00960619,0.00112087,0.00031845,0.00270150,0.00005930,0.00944053,0.00178054,0.00090537,0.00018428,0.00020037,0.03439609,0.01016389,0.00118590,0.00127952,0.02114836,0.04796409,0.00261662,0.00076520,0.08070843,0.03672830,0.00199293,0.00303977,0.00004810,0.00003525,0.00000036,0.21314596,0.01667553,0.00226160,0.00409337,0.00002329,0.00000004,0.00000033,0.00000097,0.00000036,0,0.028230154400534193,-0.031839092948728304,0.046072960761610736,0.41284245252609253,0.46619153022766113,0,0.41284245252609253,0.46619153022766113,0
00:00:04:23.144,51,0.80138791,0.83140194,0.08845586,0.07603075,0.00245410,0.52278471,0.00033100,0.68503630,0.83893573,0.13970330,0.02777006,0.00206970,0.47199881,0.00016207,0.00029643,0.00003894,0.00282388,0.00848326,0.00102005,0.00035728,0.00209262,0.00007599,0.00647917,0.00369083,0.00182247,0.00014962,0.00017517,0.05529922,0.01007122,0.00132432,0.00193377,0.01263426,0.03522464,0.00176041,0.00078617,0.09550828,0.03287888,0.00216972,0.00396240,0.00007573,0.00005135,0.00000044,0.20919964,0.01547234,0.00238948,0.00435415,0.00002678,0.00000005,0.00000035,0.00000107,0.00000044,0,0.024488521711624526,-0.026441361946877667,0.05064451753487422,0.41220131516456604,0.46696019172668457,0,0.41220131516456604,0.46696019172668457,0
00:00:04:24.145,51,0.77955770,0.81914794,0.11628576,0.05149991,0.00262919,0.55472475,0.00036715,0.66642487,0.82716757,0.12783627,0.03410263,0.00210741,0.46145517,0.00017211,0.00029490,0.00003419,0.00402911,0.01038773,0.00110357,0.00038002,0.00186653,0.00005886,0.00817874,0.00313732,0.00174166,0.00016071,0.00018724,0.05677828,0.01481192,0.00101975,0.00158075,0.01998609,0.04592549,0.00226507,0.00106572,0.09073598,0.04530331,0.00249908,0.00409005,0.00007962,0.00005982,0.00000049,0.22301684,0.01258293,0.00192806,0.00371951,0.00003131,0.00000005,0.00000037,0.00000090,0.00000049,0,0.025834345231530352,-0.026641201563338376,0.04601967681684836,0.4122057557106018,0.466071754693985,0,0.4122057557106018,0.466071754693985,0
00:00:04:25.146,51,0.77115119,0.76165593,0.11589171,0.05608313,0.00380026,0.60517031,0.00034929,0.63332224,0.75109094,0.15552683,0.02558443,0.00455393,0.62610292,0.00018277,0.00024840,0.00003585,0.00335725,0.00999177,0.00140203,0.00030342,0.00216049,0.00007256,0.00616471,0.00281234,0.00146354,0.00013867,0.00015314,0.05369361,0.01486630,0.00120828,0.00160784,0.01641063,0.04566646,0.00186039,0.00048861,0.09848218,0.04402040,0.00188588,0.00301498,0.00002878,0.00002134,0.00000031,0.39732739,0.00304772,0.00108466,0.00190936,0.00002392,0.00000003,0.00000031,0.00000055,0.00000031,0,0.006069824564018357,-0.026000851414664874,0.0444566237790178,0.41357526183128357,0.45865577459335327,0,0.41357526183128357,0.45865577459335327,0
00:00:04:26.147,51,0.49497652,0.38572928,0.06338616,0.07549679,0.02336640,0.51225370,0.00092536,0.28149113,0.35598019,0.08300920,0.06130804,0.03146280,0.49940485,0.00106257,0.00033699,0.00001645,0.00256276,0.00593096,0.00077980,0.00026364,0.00077732,0.00001705,0.00966802,0.00933008,0.00479784,0.00032341,0.00038431,0.04645142,0.00801742,0.00395503,0.00360243,0.00765365,0.02518707,0.00101642,0.00049669,0.10672216,0.05217978,0.00171728,0.00232619,0.00002532,0.00001776,0.00000042,0.31372440,0.00191729,0.00128939,0.00237925,0.00002609,0.00000003,0.00000022,0.00000038,0.00000042,0,-0.002463987288429182,-0.012704891511233258,0.04258698849548882,0.4103037714958191,0.44723814725875854,0,0.4103037714958191,0.44723814725875854,0
00:00:04:27.148,51,0.19301887,0.10259502,0.05131898,0.09864146,0.09628789,0.43433338,0.00375034,0.11532070,0.10618494,0.04115133,0.11458750,0.10049970,0.38245025,0.00370989,0.00030790,0.00002307,0.00340431,0.00862164,0.00088428,0.00046968,0.00188660,0.00002925,0.00941431,0.00239846,0.00113949,0.00017991,0.00025414,0.04923418,0.00514738,0.00125633,0.00160823,0.01343396,0.03414859,0.00120846,0.00061695,0.10676641,0.04556002,0.00333056,0.00408205,0.00001632,0.00001094,0.00000066,0.27881229,0.00175398,0.00188148,0.00531164,0.00003378,0.00000005,0.00000028,0.00000044,0.00000066,0,-0.038316637818194006,-0.01442456871941327,0.04729208850084623,0.4049946665763855,0.44111716747283936,0,0.4049946665763855,0.44111716747283936,0
00:00:04:28.149,51,0.15704845,0.09255266,0.05227357,0.08651567,0.10168229,0.34405872,0.00447692,0.07082547,0.09085545,0.05516328,0.08588897,0.11256858,0.30536738,0.00673445,0.00042992,0.00002595,0.00247049,0.00905497,0.00095855,0.00059115,0.00113412,0.00003920,0.00758834,0.00814300,0.00405387,0.00011235,0.00018595,0.09934884,0.00654275,0.00151403,0.00283351,0.00886682,0.02966757,0.00071039,0.00096401,0.14803661,0.05277627,0.00367223,0.00469431,0.00003970,0.00002293,0.00000092,0.21741767,0.00367689,0.00292830,0.00695013,0.00004513,0.00000006,0.00000038,0.00000061,0.00000092,0,-0.038118281204363114,-0.013971507916101902,0.05512539725571358,0.40556830167770386,0.4415678381919861,0,0.40556830167770386,0.4415678381919861,0
00:00:04:29.150,51,0.14258128,0.09289365,0.06037576,0.08164989,0.09277501,0.32487050,0.00516144,0.06200102,0.09022058,0.03751242,0.11772392,0.10126147,0.25197580,0.00691269,0.00034734,0.00002395,0.00139301,0.00468567,0.00045501,0.00057109,0.00141208,0.00006910,0.00449577,0.00900389,0.00603438,0.00018937,0.00024744,0.03780749,0.00811459,0.00219644,0.00256474,0.00605045,0.01254865,0.00094147,0.00132725,0.10750286,0.06179271,0.00288609,0.00312828,0.00004213,0.00003333,0.00000082,0.20708650,0.00614722,0.00380641,0.00659727,0.00003245,0.00000006,0.00000025,0.00000070,0.00000082,0,-0.03406377612903764,-0.006882174986761542,0.04809392775291486,0.40442508459091187,0.44113922119140625,0,0.40442508459091187,0.44113922119140625,0
00:00:05:00.151,51,0.09512791,0.09864005,0.07704660,0.06401817,0.08660775,0.30032521,0.00803785,0.04630291,0.09888109,0.03836761,0.11578699,0.09500144,0.20625803,0.00948152,0.00030429,0.00001363,0.00127983,0.00269457,0.00028767,0.00030182,0.00056283,0.00002955,0.00999622,0.02633386,0.01750213,0.00031639,0.00040485,0.04888399,0.01046238,0.00473479,0.00440899,0.00596143,0.00966239,0.00192327,0.00139471,0.17659841,0.12249876,0.00180483,0.00156274,0.00005117,0.00003630,0.00000090,0.19520266,0.00839189,0.00511516,0.00830621,0.00003134,0.00000005,0.00000030,0.00000075,0.00000090,0,-0.04309133797918254,-0.0021060309367406473,0.04971202707853565,0.4043232500553131,0.4417499005794525,0,0.4043232500553131,0.4417499005794525,0
